ZΩ2.975187745726440980e+01,4.516387058195498838e+01,4.577486967876725288e+01,3.870601094784424134e+01,4.656813777745551874e+01,6.148995010350137136e+01,2.768594051075664098e+01,3.021469682759736841e+01,5.678412615482550763e+01,3.536924010606224300e+01,3.193173008370800048e+01,5.446254452946627111e+01,3.665435637904138844e+01,4.257753458767379584e+01,3.808707913701057635e+01,3.661947055467782519e+01,4.471619376078390928e+01,2.819099815711300394e+01,5.885859139840873411e+01,5.732976072580706983e+01,3.045113661026746499e+01,5.613832357922411376e+01,4.373994692411941543e+01,3.475030712439320979e+01,3.943384034564586926e+01,4.214599234562640362e+01,5.440145978889687228e+01,2.466611186276818302e+01,4.328400682130249777e+01,2.539763272613649647e+01,3.194292080441528370e+01,5.030331909000859270e+01,5.368240060453209850e+01,6.388204701936835050e+01,3.094405250042042610e+01,3.087784643436443588e+01,3.901299001685138990e+01,3.949919182094763670e+01,3.629195872376767795e+01,3.497587603819017943e+01,3.248982309645602840e+01,3.088173765279852745e+01,3.270306953429786745e+01,3.241797350478194062e+01,4.417778283312063081e+01,3.768223644862959532e+01,5.198557620657816614e+01,5.473631545119381059e+01,3.179372736019365320e+01,3.040594103185960506e+01,3.547866042914989038e+01,3.373469259342570581e+01,5.996074733882510799e+01,3.745272642680670572e+01,2.729341191528420651e+01,3.432639110921000736e+01,3.366214296015091634e+01,2.555966741405784504e+01,4.167327750298863975e+01,3.961156052895361768e+01,2.972912720283172661e+01,4.962630591105586575e+01,5.072087091221398225e+01,2.373157856059775739e+01,3.077181755006710162e+01,5.241654467856697863e+01,3.527021263205729440e+01,3.925495959691500047e+01,3.496224643873760130e+01,3.124385830755216986e+01,3.530606909922773440e+01,9.189063134410650946e+01,3.543955820032188342e+01,3.173043511239033521e+01,3.536237466442717192e+01,5.577059567222732284e+01,4.136718538263691869e+01,4.079019238509265932e+01,2.625433726667312229e+01,4.184333772284075081e+01,6.324737787081865292e+01,2.193560886945683919e+01,3.296773066904185612e+01,2.593649483142924339e+01
4.516387058195498838e+01,3.749758190003970526e+01,4.187976980999996357e+01,3.399030199533287089e+01,4.517239240291958424e+01,5.080574611214486680e+01,2.989716669468734267e+01,3.617574208205731878e+01,4.653210021162264809e+01,3.920637866296833351e+01,3.041540004334666847e+01,5.108729186069134443e+01,2.981941679022338221e+01,3.772851232985863135e+01,3.832308024589254813e+01,3.288387985130071201e+01,3.941469276556032497e+01,3.515841646258986231e+01,6.267620609327602210e+01,4.819972368932051410e+01,2.881607203631783420e+01,4.744677656160177293e+01,4.865963384181743123e+01,3.140334034044717981e+01,4.783069506267606386e+01,3.696770275682160900e+01,5.138718193374312904e+01,3.371835422875956567e+01,5.509744084457540225e+01,3.483696418767593883e+01,2.936878755266971552e+01,4.457410851045558786e+01,4.564970720040392393e+01,5.081276672583111775e+01,3.064974287534930042e+01,2.925569607250324822e+01,3.945498173524676133e+01,3.791387391451183220e+01,4.008723576573383696e+01,3.019458740364258986e+01,2.536080928423945835e+01,4.825153897045110085e+01,4.882950126464744756e+01,4.911390064515790499e+01,3.740107208690383089e+01,4.707185265538236507e+01,4.543010952278446268e+01,4.942510598667537636e+01,2.612617450643252326e+01,4.281363765172848446e+01,4.528459599870304686e+01,3.857915610015428598e+01,5.203175132493356614e+01,4.689580290552800790e+01,3.292107370464339766e+01,3.181641475976277178e+01,3.566936340658128302e+01,2.236171727041637780e+01,4.079308061433897592e+01,5.540359566631493493e+01,3.204382247019483998e+01,4.569555178655993188e+01,4.583494934309630509e+01,2.211618564860640035e+01,3.236377046987001194e+01,4.731079208406819703e+01,3.500374273512015577e+01,3.818734751710272946e+01,3.226942362038097656e+01,3.063300724949723630e+01,5.495614395961856502e+01,7.250245899661774729e+01,3.808839185571928709e+01,3.337566298005536680e+01,4.835436510335345162e+01,5.480333189610320943e+01,3.942142756360081535e+01,3.984314556972927335e+01,3.482029079424137308e+01,3.666066697181520340e+01,5.084084059970886926e+01,2.401926167263633261e+01,3.834569079371036082e+01,2.159714170745270323e+01
4.577486967876725288e+01,4.187976980999996357e+01,4.170553466243260488e+01,3.424586300332936872e+01,5.055244665571714080e+01,5.340287663447376332e+01,2.958391297961595967e+01,3.627758684088430385e+01,4.941298162925711068e+01,4.219130230011405303e+01,3.453650643129820708e+01,5.152536397884107089e+01,3.094151179623658265e+01,3.571935215602598390e+01,3.795770234389090803e+01,3.464459201158935997e+01,3.751755635019285506e+01,3.531838008696609421e+01,6.539195755279816069e+01,5.045839944402239041e+01,3.002261050851573998e+01,4.822259559295865472e+01,5.311958844119768486e+01,2.961793476795075719e+01,4.471768954766476156e+01,3.913034965662415487e+01,5.206630899906852505e+01,3.105981621203148890e+01,5.280911727168241043e+01,3.197268960043680153e+01,2.786099401056764080e+01,4.664345935762918316e+01,4.557782927778533377e+01,5.392170843066773500e+01,2.903362380381289398e+01,2.730889803851974307e+01,3.785090348669685056e+01,3.799818369917569783e+01,3.685495961338303772e+01,3.325737908372236262e+01,2.713211357052816908e+01,4.464460223080533297e+01,4.599183917888940698e+01,4.616693680320591398e+01,4.037358325959274907e+01,5.091752082900428178e+01,4.563366061550396324e+01,4.987539648031072659e+01,2.483416951486561786e+01,4.610182826307191561e+01,4.505265721380593646e+01,4.210472731478296282e+01,5.328768271051245620e+01,4.520336444070093052e+01,3.118264693251308728e+01,3.067733995416411119e+01,4.017804348229118716e+01,2.150708272748695293e+01,4.405474080235688916e+01,5.394623737987543421e+01,3.143764150319183059e+01,4.838397227173250315e+01,5.033913955032124221e+01,2.081131166383724462e+01,3.612256395941057718e+01,4.918885903083643996e+01,3.792465464019932142e+01,3.838699156676425162e+01,3.094197072826640493e+01,3.385489548270414417e+01,5.585765277374288473e+01,7.848410880279476487e+01,4.248197980471221769e+01,3.685535742659390479e+01,4.669943344586183542e+01,5.639188218183473111e+01,4.003030940238170388e+01,3.850921753526646540e+01,3.534531276037506586e+01,4.042395053084610623e+01,5.359885222164614760e+01,2.389992177726253431e+01,4.086564051396557318e+01,2.111255746918998710e+01
3.870601094784424134e+01,3.399030199533287089e+01,3.424586300332936872e+01,2.678725299436409557e+01,4.152759328606301636e+01,4.279150963114031470e+01,2.361693802864716574e+01,3.021657058883508640e+01,3.972892973821976170e+01,3.462354244695479366e+01,2.858333472089550753e+01,4.220541860039247695e+01,2.513806691749864086e+01,2.911604540688361809e+01,3.132375294895452811e+01,2.836476119422303555e+01,3.056485999838411516e+01,2.883261360931764372e+01,5.389924192970813976e+01,4.072127243735582880e+01,2.412252550356742020e+01,3.899545138070323702e+01,4.382233958798018136e+01,2.428990306334710070e+01,3.879613059617241078e+01,3.166185778531694339e+01,4.186154242513477897e+01,2.538979416487391205e+01,4.597866216335270195e+01,2.626049451506917976e+01,2.243865291867685841e+01,3.750312294266510804e+01,3.624218528876638601e+01,4.335935905744839403e+01,2.363819196925845034e+01,2.194623080319350450e+01,3.032946593907817956e+01,3.061846148574656112e+01,3.107811920760382307e+01,2.720009074899715529e+01,2.219203776660070204e+01,3.986142500947536860e+01,3.961999271506480369e+01,4.056349366088165453e+01,3.283529628290305169e+01,4.177518510722348566e+01,3.672409451503761346e+01,4.085546083884903368e+01,1.982723984025242103e+01,3.870029736493962957e+01,3.808600281791811426e+01,3.440892550022424246e+01,4.318340672896538734e+01,3.784097210705553493e+01,2.469854312480323344e+01,2.449895398063194563e+01,3.304140586866662943e+01,1.680012065312357805e+01,3.599594746902255338e+01,4.474383511316905526e+01,2.582719710622395937e+01,3.972536253153676000e+01,4.104058695482253682e+01,1.634460559320473649e+01,2.963963128913296430e+01,4.008715152770574974e+01,3.092939524185356603e+01,3.071775497146118283e+01,2.534828715321503267e+01,2.740068078074163438e+01,4.849173614070912919e+01,6.323690869073606535e+01,3.502474118172509066e+01,3.011493152894431802e+01,3.848200191403914516e+01,4.598445763284330212e+01,3.299462224629606766e+01,3.175830182726749840e+01,2.910961664412662842e+01,3.350281410898348611e+01,4.343882565557214548e+01,1.924888417925862072e+01,3.339953819077970110e+01,1.655412323646740802e+01
4.656813777745551874e+01,4.517239240291958424e+01,5.055244665571714080e+01,4.152759328606301636e+01,4.827352370693628814e+01,6.489049305176786220e+01,3.384635754034304966e+01,3.927846914400871725e+01,5.940638770562719628e+01,4.191879377330254641e+01,3.144120729524975744e+01,6.175220403379395862e+01,3.497962443181359049e+01,4.665856284485186478e+01,4.479109550647107341e+01,3.669786510034499827e+01,4.899767869408571386e+01,3.858202871856695992e+01,7.253161856723174594e+01,6.027006759008386894e+01,3.255008003498220859e+01,5.971642060589692846e+01,5.244728535861548124e+01,3.788191532935316275e+01,5.418368923969035933e+01,4.327910433890908593e+01,6.204562160865114606e+01,3.807434666002744450e+01,6.155362593896420975e+01,3.926382129290672651e+01,3.470531416517864898e+01,5.456908175002061512e+01,5.818452075909729615e+01,6.606642497312603268e+01,3.612378546432537263e+01,3.523948137526542013e+01,4.816027463951506604e+01,4.485866702566789144e+01,4.733794174119733356e+01,3.358287985731796965e+01,2.939023550930676976e+01,5.159210620443916184e+01,5.317268969673369128e+01,5.272864795675647542e+01,4.441374624245424485e+01,5.029008075909015218e+01,5.667735892249176288e+01,6.007884411989641649e+01,3.247589095751613542e+01,4.274836182024785813e+01,4.981220801903977957e+01,4.056395480270114007e+01,6.659436407902529709e+01,5.287484488279365280e+01,3.818780907738236863e+01,3.863629703362919798e+01,3.739140069439271485e+01,2.594539774731385151e+01,4.674118284177122007e+01,6.198677534663535482e+01,3.613448564663909224e+01,5.287362223508341685e+01,5.442419079750273170e+01,2.583077673635647642e+01,3.376213269598601130e+01,5.656619331618412616e+01,3.824967651402724300e+01,4.528393654861390161e+01,3.883492428510083272e+01,3.327741585064239160e+01,5.591099840221971817e+01,9.551151724971842327e+01,3.942836586288985501e+01,3.516867603722206326e+01,5.465277405580221881e+01,6.537128964131701991e+01,4.637942309502019356e+01,4.872895173396312885e+01,3.763722470937688058e+01,4.091046621382280080e+01,6.546426006760010807e+01,2.568911083663983064e+01,4.154954299722060540e+01,2.544089969046851607e+01
6.148995010350137136e+01,5.080574611214486680e+01,5.340287663447376332e+01,4.279150963114031470e+01,6.489049305176786220e+01,6.224158434688448693e+01,4.096975564038802275e+01,4.948993024775885630e+01,5.811801388880664376e+01,5.754094015700353282e+01,4.586935969012483838e+01,6.694072183376403018e+01,3.803884942507824007e+01,4.626437797571888666e+01,4.982066446028872519e+01,4.415847015821815802e+01,4.750720905349169243e+01,4.859544213788978340e+01,8.547905689481285663e+01,5.966163924089672577e+01,4.084602788881735336e+01,5.765163218688625335e+01,7.229615369284823601e+01,4.030074797465282188e+01,5.591270736339374281e+01,4.912441751233064480e+01,6.544080669031052366e+01,4.286727485644695435e+01,6.830536326434123851e+01,4.362834294948216751e+01,3.631052417032110924e+01,5.827174116593650410e+01,5.396340724035202641e+01,6.110007149258436954e+01,3.796222973861157612e+01,3.636180452135459973e+01,4.796995616362109160e+01,5.053963098633307283e+01,4.704247547166637844e+01,4.316312822517758008e+01,3.550051921897598817e+01,5.732125544813133899e+01,6.113398932122571239e+01,6.011989541689082728e+01,4.974529164993714403e+01,6.968300815272671400e+01,5.484830841550922997e+01,6.417341776412044396e+01,3.088843099959973060e+01,6.213461801148515917e+01,6.040007263686022299e+01,5.615506141562262599e+01,6.031294899697003586e+01,5.793732807893901082e+01,4.228662008778677261e+01,3.832049490618204857e+01,5.434000091913949149e+01,2.865029260612474715e+01,5.612212139437357905e+01,7.392998473866309439e+01,4.301279030154576333e+01,6.229161048488319352e+01,6.245043708113858827e+01,2.887589228264680230e+01,4.907837524878360114e+01,6.236705094425953178e+01,5.134527186113729869e+01,5.078536905961365022e+01,4.162241181388876754e+01,4.468810602266972154e+01,7.327580565012091540e+01,8.685634009577158565e+01,5.771435223118216129e+01,4.955892663305462520e+01,6.399454722272044194e+01,6.969401306200761326e+01,5.459868455854786617e+01,4.714656916622792693e+01,4.901351998648990360e+01,5.134830882730494750e+01,6.302696058890486341e+01,3.203516812454861906e+01,5.645899978888677140e+01,2.838832897314870252e+01
2.768594051075664098e+01,2.989716669468734267e+01,2.958391297961595967e+01,2.361693802864716574e+01,3.384635754034304966e+01,4.096975564038802275e+01,1.254890436151450572e+01,2.162296363277440037e+01,3.771585070546964147e+01,2.346301108171171990e+01,2.124201666638929709e+01,3.427572687563039722e+01,2.232851502479398675e+01,2.480408304098916972e+01,2.604491867832939889e+01,2.333076134652833034e+01,2.769699469581600582e+01,1.833590021638103096e+01,4.316590793416948912e+01,3.790197595486590387e+01,1.483627363304130320e+01,3.648894892925660116e+01,3.057136593854502848e+01,1.762563939677145086e+01,3.436952741695390046e+01,2.708142681439538535e+01,3.680992561311851574e+01,1.526658930612069298e+01,3.813030678420776098e+01,1.671427596945049388e+01,1.773287914329988268e+01,3.116616025587355310e+01,3.549011770593781989e+01,4.439862874579578289e+01,1.912518419313893503e+01,1.652198991164670616e+01,2.491110350561760001e+01,2.129966706603009285e+01,2.733412558240541301e+01,1.990632676622583475e+01,1.580698646866325952e+01,3.225453249367861730e+01,2.902659358968373837e+01,3.180767263198960393e+01,2.871307547427913320e+01,2.776199439444302541e+01,3.491359737905909810e+01,3.537211892766858057e+01,1.834043230855945339e+01,2.782966489854865344e+01,2.887372798323800893e+01,2.455616710458192387e+01,4.393809569830425943e+01,3.051393478415344163e+01,1.459970503026571009e+01,2.198381638554768358e+01,2.291711376921745824e+01,1.020349585734424380e+01,3.006286423408002051e+01,2.844609784179675316e+01,1.800725681517235088e+01,3.299503180688041937e+01,3.619794211119486960e+01,9.059940547159710533e+00,2.014829867315873457e+01,3.534568516529243709e+01,2.026403423057491793e+01,2.272410977330244464e+01,1.942573516165090552e+01,1.943082657339346753e+01,3.717203003991431132e+01,6.576795439362800266e+01,2.390859176018956944e+01,2.086482963401218527e+01,2.429338583618350356e+01,4.156161618064903962e+01,2.369355364920567553e+01,2.933270645477173844e+01,1.853934285464277565e+01,2.795033384024775103e+01,4.167880505589427997e+01,1.298871986023054248e+01,2.142662664175723464e+01,1.002579851505911890e+01
3.021469682759736841e+01,3.617574208205731878e+01,3.627758684088430385e+01,3.021657058883508640e+01,3.927846914400871725e+01,4.948993024775885630e+01,2.162296363277440037e+01,2.432253339609123799e+01,4.594343952250207508e+01,2.984002570911412278e+01,2.620393065173462332e+01,4.398289333189855199e+01,2.823079374540327180e+01,3.266127283296419392e+01,3.039302219531021265e+01,2.889310378817603819e+01,3.436677862537558070e+01,2.393206131316548735e+01,5.048621295092902272e+01,4.629211594266362084e+01,2.332836948348537476e+01,4.478193945907359108e+01,3.702086329448621882e+01,2.593508875776256417e+01,3.569689742023188472e+01,3.384408738249323534e+01,4.425594739049586934e+01,2.145063294499438555e+01,3.972588465607544350e+01,2.228597470897272714e+01,2.397228973949578545e+01,4.093325677267466745e+01,4.272070770509294846e+01,5.149752338913663863e+01,2.384663391245525688e+01,2.311690937193901618e+01,3.200847556244102776e+01,3.097074334349367675e+01,3.025614762172299166e+01,2.759110494082438336e+01,2.433333134913564066e+01,3.230808401399904284e+01,3.229166126455120889e+01,3.302209958013541780e+01,3.563303204185019979e+01,3.334473941360717930e+01,4.164666175040684948e+01,4.322710266721990990e+01,2.352406091314651704e+01,2.932657542265086548e+01,3.158918667639112599e+01,2.950767029307593958e+01,4.934981206002429133e+01,3.403190739933177156e+01,2.246459675741221318e+01,2.688621788051790418e+01,2.798620883908648693e+01,1.844403091912431947e+01,3.464492574396327740e+01,3.708957187900137598e+01,2.335472006951542312e+01,4.053277427492326268e+01,4.199189248400639229e+01,1.696706438576735820e+01,2.496102097686747712e+01,4.201012741487841851e+01,2.843002209067829966e+01,3.106324373220248347e+01,2.618799773506147233e+01,2.482229877272287766e+01,3.713108292481616957e+01,7.523077802216474197e+01,2.986451120188235109e+01,2.596263740037434786e+01,3.225283848022272082e+01,4.700709972209460830e+01,3.196401619952350259e+01,3.316561002926324875e+01,2.244428317318935129e+01,3.387997613972738975e+01,5.063236638220662655e+01,1.672665343570107055e+01,2.707072708757877066e+01,1.852935023710086782e+01
5.678412615482550763e+01,4.653210021162264809e+01,4.941298162925711068e+01,3.972892973821976170e+01,5.940638770562719628e+01,5.811801388880664376e+01,3.771585070546964147e+01,4.594343952250207508e+01,5.152866054101225757e+01,5.258349037167766227e+01,4.152741577096109182e+01,6.152297575595499524e+01,3.512766034766355006e+01,4.280888299788320950e+01,4.612455634212381739e+01,4.062073388169210375e+01,4.414532720243591513e+01,4.479328959259097331e+01,7.768776499748031483e+01,5.451205666343707179e+01,3.760917573294575789e+01,5.340194543584015463e+01,6.636636776548458272e+01,3.707718841304640023e+01,5.295435121210097407e+01,4.519803595385503314e+01,6.071731400502591924e+01,3.972345774659136453e+01,6.426212723340732680e+01,4.049169800122865581e+01,3.359792076652809101e+01,5.229154152293937585e+01,5.033913465713043678e+01,5.390062128284715470e+01,3.532829963689836461e+01,3.351051842781891565e+01,4.451397733635127452e+01,4.638136006185268911e+01,4.417162684583806254e+01,3.937421409632207769e+01,3.261888939220664696e+01,5.436790434781748615e+01,5.729625743141689753e+01,5.656630587443061131e+01,4.559238602156716524e+01,6.404196912751851301e+01,5.082085080248474895e+01,5.939900683719552177e+01,2.870170263558398105e+01,5.713153662347663442e+01,5.624377855929172654e+01,5.094963752893060160e+01,5.492684898503067359e+01,5.400910597400439883e+01,3.890035236679991471e+01,3.575673884849462070e+01,4.981525180214575954e+01,2.621075705397213440e+01,5.160425187206798370e+01,6.857814674087445894e+01,3.965878952706228233e+01,5.697495880648591537e+01,5.575562605826785756e+01,2.643865472739523881e+01,4.512723904743656078e+01,5.766958526382853734e+01,4.717539135150484242e+01,4.690728828805690398e+01,3.842828712610685926e+01,4.090689386256386229e+01,6.855934212381636428e+01,7.487907952333274864e+01,5.287943665247479430e+01,4.538561410358628478e+01,5.932703891305544630e+01,6.464726365822838261e+01,5.037592847618971348e+01,4.370178647291223939e+01,4.548827015268344098e+01,4.678453554123245794e+01,5.604527790410026000e+01,2.958557921864787943e+01,5.226224187191559167e+01,2.590366858965293062e+01
3.536924010606224300e+01,3.920637866296833351e+01,4.219130230011405303e+01,3.462354244695479366e+01,4.191879377330254641e+01,5.754094015700353282e+01,2.346301108171171990e+01,2.984002570911412278e+01,5.258349037167766227e+01,3.054614669217083645e+01,2.518282252479629690e+01,5.012936068215491758e+01,3.010388984426192849e+01,3.803105193187664668e+01,3.685330274609101053e+01,3.065271096793869532e+01,4.132069983470487529e+01,2.735026673227472926e+01,5.921697270383204170e+01,5.242154018842848728e+01,2.301447186218118190e+01,5.176009783274800924e+01,4.022059012038521075e+01,2.880076547604673110e+01,4.540868068352847331e+01,3.687772686050274729e+01,5.273659201850362166e+01,2.641311453081724281e+01,4.998393736736156256e+01,2.766102090807333269e+01,2.709210235047578408e+01,4.522315643740080304e+01,5.120869643044764530e+01,6.086894971309021685e+01,2.865449407210170207e+01,2.700752063673624903e+01,3.877526174241307189e+01,3.354559982207875635e+01,3.899399518276420196e+01,2.593311404833339395e+01,2.214234854770478123e+01,4.048017906889148776e+01,3.994076101557295289e+01,4.081936894286659623e+01,3.835997877090196084e+01,3.676498717229448232e+01,4.964042515312056025e+01,5.079245386184991418e+01,2.736859747259518372e+01,3.312856620316889433e+01,3.887531983725248352e+01,3.114583054541398965e+01,6.047300699244911470e+01,4.189530231183229603e+01,2.650619030667175124e+01,3.224061113814924795e+01,2.854296787935194502e+01,1.811038256745816710e+01,3.968952701001410333e+01,4.446046787141239065e+01,2.690261125961880495e+01,4.442984309684766231e+01,4.764463697730880654e+01,1.768651496505985676e+01,2.534084955191096356e+01,4.869874178434400136e+01,2.839940427664638634e+01,3.503634785770562843e+01,3.005568534558640437e+01,2.511706251653345490e+01,4.382783576620025201e+01,8.898287479532689304e+01,2.992631525605262510e+01,2.643927251006494572e+01,3.893686132636549502e+01,5.672504990436402750e+01,3.566638565259180638e+01,4.148295870645251426e+01,2.642885693935901514e+01,3.485126453929736101e+01,5.794002703787064945e+01,1.843821102636374576e+01,2.991812252253152238e+01,1.783400599364189532e+01
